ssn,cc_num,first,last,gender,street,city,state,zip,latitude,longitude,city_pop,job,dob,acct_num,profile,age,setting,age_group
745-32-9351,4581927724437648,Erica,Jones,F,8915 Jamie Locks Suite 974,Portage,IN,46368,41.5672,-87.1757,38691,Ranger/warden,1996-03-09,51041225745,adults_2550_female_urban.json,26,urban,26-35
605-14-4776,180019290833823,Sarah,Bennett,F,97896 Derek Lodge Suite 991,Houston,TX,77009,29.7936,-95.3675,2906700,Musician,1995-06-02,930846783479,adults_2550_female_urban.json,27,urban,26-35
865-73-2586,3570866574865976,Jessica,Ashley,F,6738 Benjamin Mountain Suite 068,Quincy,WA,98848,47.1976,-119.8459,11518,Contracting civil engineer,1936-07-14,718084780045,adults_50up_female_urban.json,86,urban,Over 55
800-61-3851,4474126788655,Joan,Griffin,F,6052 Teresa Wells Apt. 213,Constantine,MI,49042,41.846,-85.6571,4892,Engineering geologist,1951-06-11,700092690263,adults_50up_female_urban.json,71,urban,Over 55
527-57-9183,3588022955769300,Kayla,Medina,F,079 Marissa Spring Apt. 623,Concord,CA,94519,37.9841,-122.0119,123688,Charity officer,1946-04-22,813233997439,adults_50up_female_urban.json,76,urban,Over 55
231-99-5023,4974708486711724987,Lynn,Poole,F,43650 Garcia Divide Suite 724,Argyle,TX,76226,33.1062,-97.16,18419,"Administrator, arts",1945-08-06,667890811606,adults_50up_female_urban.json,77,urban,Over 55
168-72-8069,502032156676,Amy,Rhodes,F,717 Adrian Turnpike,Fort Valley,GA,31030,32.5496,-83.8887,18977,"Lecturer, further education",1943-11-28,673089287770,adults_50up_female_urban.json,79,urban,Over 55
822-77-2601,3571898022131890,Maria,Johnson,F,46117 Kenneth Orchard,Sayreville,NJ,8872,40.46,-74.3478,18811,Furniture conservator/restorer,1982-06-21,98403237449,adults_2550_female_urban.json,40,urban,36-45
418-45-5968,4123355916491566307,Michael,Reyes,M,648 Cook Center,El Cerrito,CA,94530,37.9156,-122.2985,23877,Product manager,1941-06-27,326147977838,adults_50up_male_urban.json,81,urban,Over 55
214-42-2939,341916536470664,Louis,Richard,M,8134 Kyle Junctions Apt. 448,Lincoln,MA,1773,42.4217,-71.3137,5112,Police officer,1961-11-28,847288410823,adults_50up_male_urban.json,61,urban,Over 55
067-88-5184,4090435184061,Todd,George,M,651 Duane Motorway Apt. 004,Laredo,TX,78045,27.6357,-99.5923,248858,Water engineer,1993-11-14,642765427007,adults_2550_male_urban.json,29,urban,26-35
887-23-7034,4847098192050916335,Keith,Navarro,M,362 Aguilar Forges,Arvada,CO,80002,39.7945,-105.0984,122111,Contractor,1986-07-12,609332103131,adults_2550_male_urban.json,36,urban,36-45
370-63-1962,2720249128300629,Seth,Chang,M,392 Cox Mall,San Leandro,CA,94579,37.6892,-122.1507,104689,"Research officer, political party",1961-07-31,96939645737,adults_50up_male_urban.json,61,urban,Over 55
461-52-2005,4079117292335916,David,Clark,M,53562 Ball Stravenue,Kissimmee,FL,34747,28.3037,-81.5898,228365,Insurance risk surveyor,1976-10-16,390763041578,adults_2550_male_urban.json,46,urban,46-55
023-99-4468,3594147716828988,Carrie,Herrera,F,4682 Ricardo Lane,Beaufort,SC,29902,32.4047,-80.6531,40257,"Conservator, furniture",1949-07-24,535143872916,adults_50up_female_urban.json,73,urban,Over 55
218-67-7068,4732232242637839,James,Reese,M,4145 Sarah Tunnel,Amherst,MA,1002,42.3671,-72.4646,39421,Radio producer,1950-02-18,897396471595,adults_50up_male_urban.json,72,urban,Over 55
287-62-5689,3544741764344103,Hailey,Willis,F,5253 Beth Roads,Anchorage,AK,99507,61.1535,-149.8289,242037,"Conservation officer, historic buildings",1954-06-04,327568930767,adults_50up_female_urban.json,68,urban,Over 55
679-69-3801,4199550897754728151,Maureen,Johnson,F,2501 Mcmillan Ferry Apt. 437,Salem,OR,97317,44.9026,-122.9074,249657,"Producer, radio",1975-02-20,137391192779,adults_2550_female_urban.json,47,urban,46-55
628-37-8978,30248492615280,Seth,Cohen,M,56820 William Brooks,Hopkins,MN,55305,44.9528,-93.4372,43301,Public relations account executive,1957-10-24,552510468957,adults_50up_male_urban.json,65,urban,Over 55
609-65-8429,4092521094235476,Krystal,Lewis,F,9299 Gary Corners,Los Angeles,CA,90041,34.1339,-118.2082,2383912,Advice worker,1927-02-23,871944757035,adults_50up_female_urban.json,95,urban,Over 55
172-22-7852,3557998835943263,Rachel,Hall,F,0807 May Bridge,San Antonio,TX,78253,29.4599,-98.7479,1595797,"Exhibitions officer, museum/gallery",1965-11-19,848175167375,adults_50up_female_urban.json,57,urban,Over 55
107-63-1734,346852460888958,Samantha,Martin,F,515 Kimberly Dam,Woodhaven,NY,11421,40.6913,-73.8585,39127,"Sales professional, IT",1964-03-05,21669972779,adults_50up_female_urban.json,58,urban,Over 55
598-80-7483,3594117159036480,Michelle,Wright,F,590 Dustin Rapids,Fairborn,OH,45324,39.8053,-84.0198,40529,Teaching laboratory technician,1983-06-25,555880752091,adults_2550_female_urban.json,39,urban,36-45
534-89-3339,4297867154295995711,Richard,Turner,M,07191 Jesse Field Apt. 635,Victoria,TX,77904,28.8675,-96.999,80531,Database administrator,1936-07-02,687686132819,adults_50up_male_urban.json,86,urban,Over 55
184-26-4354,581558866314,Victoria,Banks,F,706 Caleb Hollow,Trafalgar,IN,46181,39.3696,-86.1838,4832,Dancer,1983-12-31,991528668487,adults_2550_female_urban.json,38,urban,36-45
116-90-8552,180094919265954,Autumn,Harris,F,664 Joshua Corners Apt. 740,Los Angeles,CA,90007,34.0294,-118.2871,2383912,Academic librarian,1949-12-11,101790488159,adults_50up_female_urban.json,72,urban,Over 55
560-08-1919,5163822443265490,Samantha,Edwards,F,978 Trevino Circles,Crescent City,CA,95531,41.7817,-124.1332,24528,"Production assistant, television",1941-04-15,122827966212,adults_50up_female_urban.json,81,urban,Over 55
292-31-6566,3534594893049404,Joseph,Franklin,M,06956 Carrie Squares,New Milford,CT,6776,41.5817,-73.4128,26889,"Engineer, technical sales",1965-10-14,210003090050,adults_50up_male_urban.json,57,urban,Over 55
408-61-9652,4640307505999067,Donald,Black,M,7109 Scott Lane,Oracle,AZ,85623,32.6005,-110.7961,4073,Merchant navy officer,1941-12-01,17600565340,adults_50up_male_urban.json,80,urban,Over 55
620-21-0418,180053749455839,Linda,Miller,F,665 Wilkerson Gardens Suite 781,Kansas City,MO,64130,39.0351,-94.5467,545147,Data scientist,1946-02-03,568698011595,adults_50up_female_urban.json,76,urban,Over 55
527-94-2036,675986320199,John,Fuller,M,78176 John Stravenue,Camillus,NY,13031,43.0417,-76.2807,15551,Drilling engineer,1936-08-28,366476935578,adults_50up_male_urban.json,86,urban,Over 55
558-15-1391,4277615180784426,Deborah,Mcdonald,F,42597 Stewart Course,Kearny,NJ,7032,40.7647,-74.1471,40684,Educational psychologist,1997-01-26,280627188826,adults_2550_female_urban.json,25,urban,Under 25
896-45-8931,4951961499014090543,Tara,Turner,F,52165 Andrea Views Suite 390,Freeland,WA,98249,48.0342,-122.5641,4561,"Programmer, systems",1970-02-23,446250016897,adults_50up_female_urban.json,52,urban,46-55
761-52-7964,344420315799705,Jared,Barrera,M,24507 Pierce Mews,Sauquoit,NY,13456,43.0073,-75.2626,4164,Environmental manager,1988-04-13,44355401032,adults_2550_male_urban.json,34,urban,26-35
432-95-8382,502092271662,Carolyn,Gates,F,2601 Bright Mission,Boardman,OR,97818,45.8272,-119.7206,4159,Early years teacher,1939-03-25,458956599636,adults_50up_female_urban.json,83,urban,Over 55
344-65-1104,4613542701822,Daniel,Lucas,M,002 Atkins Spur,Salisbury,MA,1952,42.8507,-70.8588,8283,Environmental health practitioner,1957-09-06,300832776357,adults_50up_male_urban.json,65,urban,Over 55
483-94-5061,639071853316,Paige,Peterson,F,835 Thompson Ville Suite 531,Cincinnati,OH,45246,39.2839,-84.4744,795220,Sales executive,1998-07-30,593816337052,young_adults_female_urban.json,24,urban,Under 25
244-49-4714,3515296458716632,Matthew,Clark,M,22168 Steven Court,Bolivar,MO,65613,37.6085,-93.4126,17396,Science writer,1956-01-21,954152506965,adults_50up_male_urban.json,66,urban,Over 55
852-90-5479,374125121883345,Alexis,Curtis,F,194 Chaney Station Suite 576,Castle Rock,WA,98611,46.2783,-122.9139,9133,Network engineer,1983-11-05,639640623554,adults_2550_female_urban.json,39,urban,36-45
155-45-3304,6511712034574177,Glen,Cooper,M,00224 David Mission,Piedmont,OK,73078,35.6695,-97.7431,7786,"Chemist, analytical",2002-10-26,340956225467,young_adults_male_urban.json,20,urban,Under 25
223-85-3156,3519997211152926,Jessica,Kirk,F,067 Mccoy Crossroad,Northfield,MN,55057,44.4587,-93.1668,24602,Art gallery manager,1954-10-04,767570891227,adults_50up_female_urban.json,68,urban,Over 55
746-99-1531,30310109104601,Anthony,Rivera,M,9566 Mckinney Corners,Durham,NC,27704,36.0383,-78.8764,256789,Advertising art director,1976-12-20,602155429238,adults_2550_male_urban.json,45,urban,36-45
367-27-7737,4278392902532447,Kendra,Stephens,F,6965 Kennedy Locks,Chelan,WA,98816,47.8483,-120.0273,6394,International aid/development worker,1982-04-26,233267699306,adults_2550_female_urban.json,40,urban,36-45
361-77-2691,213146312453479,Deborah,Warner,F,60847 Angela Drive,Spring Grove,IL,60081,42.4413,-88.2237,10079,"Development worker, community",1983-06-15,705291538277,adults_2550_female_urban.json,39,urban,36-45
696-35-9388,4748485694451421576,Charles,Paul,M,2607 Jeffrey Turnpike,Port Arthur,TX,77642,29.9212,-93.927,53986,TEFL teacher,1984-01-25,296719182970,adults_2550_male_urban.json,38,urban,36-45
548-17-7221,6561239554525917,Sara,Alexander,F,7730 Hoffman Garden,Chicago,IL,60618,41.9464,-87.7042,2680484,Veterinary surgeon,1985-12-21,797196909376,adults_2550_female_urban.json,36,urban,36-45
262-52-9164,6011075391919384,Tara,Black,F,350 Young Parkway,Trabuco Canyon,CA,92679,33.6415,-117.5894,33105,Immunologist,1950-04-11,702365539862,adults_50up_female_urban.json,72,urban,Over 55
348-02-5952,630481511461,Brandi,Costa,F,6217 Howe Spring Suite 243,Baltimore,MD,21223,39.287,-76.6476,635495,Risk analyst,1953-12-13,136701085117,adults_50up_female_urban.json,68,urban,Over 55
276-47-6710,344997530144635,David,Green,M,5012 Donald Ridges Suite 813,Long Beach,CA,90813,33.782,-118.1835,471952,Careers information officer,1990-05-18,963609806570,adults_2550_male_urban.json,32,urban,26-35
251-08-9072,3509222024176695,Jeffrey,Wilkins,M,382 Nicholas Lodge Suite 400,Madera,CA,93638,37.0402,-120.0335,98719,Actor,1953-08-22,730094789860,adults_50up_male_urban.json,69,urban,Over 55
500-29-5370,3596259590121352,Evelyn,Lopez,F,53436 Price Prairie,Bakersfield,CA,93307,35.3275,-118.9839,520197,Environmental education officer,1988-05-11,66421709058,adults_2550_female_urban.json,34,urban,26-35
487-82-5379,6540314822119458,Troy,Fischer,M,05553 Craig Valleys Suite 550,Winterville,NC,28590,35.5336,-77.391,23407,"Designer, exhibition/display",1971-07-02,903607471960,adults_50up_male_urban.json,51,urban,46-55
292-48-0226,346072288499397,Brittany,Daniel,F,8980 Anthony Roads Suite 285,Oklahoma City,OK,73110,35.4605,-97.3974,640470,Higher education careers adviser,1945-04-09,343404333135,adults_50up_female_urban.json,77,urban,Over 55
033-41-2862,4614163707274201,Andrew,Werner,M,29407 Carrie Mills Suite 881,Fredericksburg,VA,22405,38.3365,-77.4366,156008,Art gallery manager,1973-08-28,291761620090,adults_2550_male_urban.json,49,urban,46-55
379-75-1644,345424878404140,Jonathan,Garcia,M,887 Briggs Trace,White Plains,NY,10603,41.0499,-73.7776,69870,Magazine journalist,1970-04-11,866926703337,adults_50up_male_urban.json,52,urban,46-55
332-90-6564,3529137901688404,Eric,Woods,M,330 Ruiz Row Apt. 415,Princeton,IN,47670,38.3525,-87.5691,12352,Technical author,1935-08-21,842612334996,adults_50up_male_urban.json,87,urban,Over 55
310-18-7656,6574165374667859,Samantha,Harris,F,64361 Cody Lodge Suite 952,San Antonio,TX,78247,29.5855,-98.4071,1595797,Insurance risk surveyor,1990-01-20,992441816619,adults_2550_female_urban.json,32,urban,26-35
121-56-8555,30478256343254,Anita,Martinez,F,28831 Duncan Trail,Clear Lake,IA,50428,43.1406,-93.385,9384,Broadcast journalist,2003-10-24,82763418943,young_adults_female_urban.json,19,urban,Under 25
087-12-2118,639017474813,Whitney,Parks,F,94238 Jacob Cliff Apt. 458,Theodore,AL,36582,30.5444,-88.1807,24644,"Designer, exhibition/display",1988-10-23,941725909341,adults_2550_female_urban.json,34,urban,26-35
768-02-8339,60470927850,Jerry,Oconnor,M,425 White Inlet Suite 026,Wellman,IA,52356,41.47,-91.84,2656,Clinical cytogeneticist,1956-04-04,350595132086,adults_50up_male_urban.json,66,urban,Over 55
300-52-6647,6011072972231875,William,Hicks,M,334 Bell Prairie Suite 508,Cleveland,OH,44102,41.4735,-81.7398,769341,Drilling engineer,1965-07-06,981698858223,adults_50up_male_urban.json,57,urban,Over 55
021-89-3296,180069802844024,Jerry,Gonzalez,M,684 Rodriguez Wells,Mercersburg,PA,17236,39.8195,-77.9073,8895,Hospital doctor,1971-04-04,659096215920,adults_50up_male_urban.json,51,urban,46-55
271-37-7467,345379260608239,Melinda,Thomas,F,29780 Little Street,Stillwater,MN,55082,45.0614,-92.8474,35024,Sub,1928-11-17,687791423552,adults_50up_female_urban.json,94,urban,Over 55
433-41-5137,4922221288161,Loretta,Harris,F,322 Garrett Divide Apt. 442,Los Angeles,CA,90025,34.0447,-118.4487,2383912,"Geologist, wellsite",1939-02-13,988149155680,adults_50up_female_urban.json,83,urban,Over 55
871-08-8451,4489948223327,Cassandra,Ayers,F,6199 Miller Pass Apt. 863,Bronx,NY,10460,40.8409,-73.8794,1382480,Data processing manager,1988-05-02,124154656149,adults_2550_female_urban.json,34,urban,26-35
659-30-7309,3521455447227000,Shelley,Mooney,F,4225 Gonzalez Forge Suite 485,Ocala,FL,34475,29.2573,-82.161,207224,Associate Professor,1972-02-29,234181625620,adults_50up_female_urban.json,50,urban,46-55
860-35-3643,4060830773667588,Heather,Stone,F,57333 Forbes Parkway Apt. 790,Scotland Neck,NC,27874,36.1301,-77.4273,4861,Educational psychologist,1959-11-25,585174885362,adults_50up_female_urban.json,63,urban,Over 55
299-87-0918,379476192781206,Julia,Chen,F,8099 Moore Greens,Cincinnati,OH,45244,39.1191,-84.351,795220,Contracting civil engineer,1966-02-23,501456203289,adults_50up_female_urban.json,56,urban,Over 55
437-15-7371,3572017011755564,Jordan,Brennan,F,51067 Delacruz Green Apt. 716,San Antonio,TX,78207,29.4229,-98.526,1595797,Ranger/warden,1965-02-24,539567658645,adults_50up_female_urban.json,57,urban,Over 55
864-95-8442,560249230080,Daniel,Turner,M,55039 Brian Ville Apt. 803,Touchet,WA,99360,46.0903,-118.663,1350,Merchant navy officer,1929-09-02,224495676541,adults_50up_male_rural.json,93,rural,Over 55
847-32-7226,3512950488819872,Michael,Cunningham,M,22927 Christy Divide Apt. 986,Enola,PA,17025,40.2922,-76.9432,16778,"Engineer, materials",1982-08-03,635114954480,adults_2550_male_urban.json,40,urban,36-45
645-05-6874,4467863038169198,Nicole,Gardner,F,76986 Nelson Harbor Apt. 185,Palm Bay,FL,32909,27.9694,-80.6473,104966,Ceramics designer,1937-03-15,116145700388,adults_50up_female_urban.json,85,urban,Over 55
270-86-2728,30255730180878,Brandy,Gordon,F,02272 Vazquez Village,Grand Blanc,MI,48439,42.9282,-83.6264,49209,Microbiologist,2003-09-03,125233651721,young_adults_female_urban.json,19,urban,Under 25
863-22-7982,3531143416638260,Joel,Sherman,M,77719 Russell Knoll Apt. 465,Hampton,GA,30228,33.4124,-84.2947,38569,Printmaker,2003-09-13,984777752494,young_adults_male_urban.json,19,urban,Under 25
629-49-8819,4869871646299,Calvin,Davis,M,3605 Katelyn Ranch Apt. 811,Rochester,NY,14613,43.1831,-77.6393,478127,"Administrator, Civil Service",1988-01-27,34459965342,adults_2550_male_urban.json,34,urban,26-35
871-90-7716,213118263741988,Kari,Mcgee,F,25081 Jerry Spring,Seneca,SC,29672,34.774,-82.9457,33544,Dealer,1968-05-27,520382088940,adults_50up_female_urban.json,54,urban,46-55
665-38-6049,4447278792447717402,Jennifer,Myers,F,9942 Erin Lane Apt. 376,Milton,PA,17847,41.0168,-76.8398,12051,Transport planner,1971-10-13,588297396367,adults_50up_female_urban.json,51,urban,46-55
196-58-6158,2702593087879095,Benjamin,Mason,M,12635 Michael Neck,Crowley,LA,70526,30.2148,-92.3777,19206,Cabin crew,1952-08-16,189122882663,adults_50up_male_urban.json,70,urban,Over 55
176-22-5319,3593356284437285,Catherine,Durham,F,12520 Joseph Ferry Apt. 918,Oxford,MS,38655,34.3308,-89.4835,36699,"Designer, graphic",1930-03-24,839667530742,adults_50up_female_urban.json,92,urban,Over 55
121-20-4779,36667830317297,Nichole,Williams,F,5137 Tanner Springs,Sycamore,IL,60178,41.9911,-88.6928,21840,Social researcher,1981-02-08,884530085399,adults_2550_female_urban.json,41,urban,36-45
544-15-4966,3596799184519206,Katie,Pollard,F,3851 Williams Lodge Suite 593,Grand Island,NE,68801,40.9219,-98.3411,52565,Forensic psychologist,1999-10-09,111149775290,young_adults_female_urban.json,23,urban,Under 25
856-60-5957,4997225750225930,Steven,Cain,M,72544 Noble Road,Greenwood,AR,72936,35.1955,-94.253,14527,"Administrator, charities/voluntary organisations",1964-08-07,748386340016,adults_50up_male_urban.json,58,urban,Over 55
464-74-5197,213154677239673,Mary,Meyer,F,5163 Richard Falls,Norfolk,VA,23505,36.9168,-76.2875,242803,Ophthalmologist,1942-06-15,531522705420,adults_50up_female_urban.json,80,urban,Over 55
307-02-9976,3573722917648032,Jennifer,Mitchell,F,4029 Roberta Ridge Suite 650,Bridgewater,NJ,8807,40.5904,-74.6267,37972,"Journalist, broadcasting",2005-02-22,574440956980,young_adults_female_urban.json,17,urban,Under 25
574-39-1163,4922835602293512,Bradley,Freeman,M,636 Sara Street Apt. 584,Clermont,FL,34711,28.5525,-81.7574,81987,"Nurse, children's",1967-07-21,38498324057,adults_50up_male_urban.json,55,urban,46-55
007-85-4307,4175931726109,Joshua,Holloway,M,3147 Garcia Fall Suite 508,Rock Springs,WY,82901,41.606,-109.23,27971,Social worker,1945-02-23,668775650527,adults_50up_male_urban.json,77,urban,Over 55
499-47-5489,180037997881663,Kayla,Williams,F,1198 Mitchell Hollow Suite 321,Toomsuba,MS,39364,32.4296,-88.4892,2985,Public relations officer,1953-08-06,496671947313,adults_50up_female_urban.json,69,urban,Over 55
784-42-4807,374770608558835,Eric,Moody,M,3275 Miller Cliffs Suite 652,West Palm Beach,FL,33406,26.6396,-80.0827,459921,Public librarian,1936-04-24,57784244778,adults_50up_male_urban.json,86,urban,Over 55
658-45-6273,4699818052792002,Kristin,Scott,F,64606 Walters Port,Kilgore,TX,75662,32.3836,-94.8653,24536,"Engineer, control and instrumentation",1957-11-15,179796266266,adults_50up_female_urban.json,65,urban,Over 55
497-43-5390,3588333149325481,Erika,Lane,F,206 Graham Fords,Elizabeth,NJ,7201,40.6717,-74.2043,124967,Further education lecturer,1984-02-15,672162366049,adults_2550_female_urban.json,38,urban,36-45
715-99-1437,676200281001,Alejandro,Huang,M,6178 William Pass Suite 449,Houston,TX,77081,29.7119,-95.4845,2906700,Telecommunications researcher,1993-04-05,76849003741,adults_2550_male_urban.json,29,urban,26-35
148-64-7967,6502942501229150,Tina,Richardson,F,9271 Lin Summit Suite 162,Fayetteville,NC,28314,35.0583,-79.008,238602,Homeopath,1966-04-27,666305324473,adults_50up_female_urban.json,56,urban,Over 55
218-68-0408,5270177446083485,Susan,Baker,F,5078 Cody Curve,Toledo,OH,43609,41.6298,-83.5773,316948,"Engineer, energy",1968-06-18,125510239076,adults_50up_female_urban.json,54,urban,46-55
875-88-3708,4621741037514164867,Melissa,Rice,F,97327 Johnson Valleys,Chicago,IL,60622,41.9019,-87.6778,2680484,Secondary school teacher,1997-11-06,765749165477,adults_2550_female_urban.json,25,urban,Under 25
864-53-3530,375012199149958,Carl,Lee,M,530 Kim Loaf Suite 497,Colorado Springs,CO,80907,38.876,-104.817,525713,Barrister,1955-03-30,869029665356,adults_50up_male_urban.json,67,urban,Over 55
881-38-4198,344521020388708,Mark,Jones,M,42121 Austin Lodge Suite 975,Storrs Mansfield,CT,6269,41.808,-72.251,21325,Cytogeneticist,1978-03-20,43296967991,adults_2550_male_urban.json,44,urban,36-45
539-37-9032,6542556862229054,Robert,Campbell,M,1056 Lewis Street,Chicago,IL,60652,41.7454,-87.7135,2680484,Cytogeneticist,1965-01-21,238886313368,adults_50up_male_urban.json,57,urban,Over 55
422-97-9395,675906487235,George,Warren,M,951 Walter Roads,Anaheim,CA,92805,33.8359,-117.9086,354475,Corporate treasurer,1955-12-07,330946055708,adults_50up_male_urban.json,66,urban,Over 55
495-03-0653,4076273255382743835,Brittney,Fuentes,F,50634 Stanley Summit,Tacoma,WA,98444,47.1464,-122.4572,323239,"Copywriter, advertising",1965-10-23,941593788450,adults_50up_female_urban.json,57,urban,Over 55
074-34-6732,4750380954185203977,Ashley,Williams,F,044 Jeffery Lakes,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,Armed forces logistics/support/administrative officer,1977-02-05,595213368582,adults_2550_female_urban.json,45,urban,36-45
838-75-9625,4096008768487,James,Murphy,M,25277 Mills Mountain Suite 564,New Berlin,WI,53151,42.9822,-88.0946,39445,Insurance underwriter,1951-10-25,158780210499,adults_50up_male_urban.json,71,urban,Over 55
180-64-8089,341932526749421,Scott,Hines,M,66095 James Turnpike,Perry,MI,48872,42.82,-84.2313,7840,"Civil engineer, consulting",1981-10-12,304837538148,adults_2550_male_urban.json,41,urban,36-45
561-58-1241,3520357779312403,Donna,Sanchez,F,362 Virginia Overpass Suite 533,Olympia,WA,98512,46.9498,-123.0212,167094,"Psychologist, sport and exercise",1930-09-21,692349165496,adults_50up_female_urban.json,92,urban,Over 55
495-60-7074,4658582765468,Selena,Kerr,F,8973 Danielle Station,Murrayville,GA,30564,34.4342,-83.8949,4463,Regulatory affairs officer,1936-02-14,561580725166,adults_50up_female_urban.json,86,urban,Over 55
541-14-4397,4298368761907504,Emily,Miller,F,5107 Drake Road Apt. 886,Compton,CA,90221,33.8796,-118.2168,134901,Trading standards officer,1962-11-29,420361135225,adults_50up_female_urban.json,60,urban,Over 55
089-48-9090,213117187297010,Nicholas,Khan,M,156 Deborah Green,Salem,MA,1970,42.5151,-70.9003,41109,Electronics engineer,1976-07-21,425460590646,adults_2550_male_urban.json,46,urban,46-55
384-82-1134,2299769054352683,Rachel,Navarro,F,471 Heather Shores,Mount Horeb,WI,53572,43.002,-89.7414,9970,Firefighter,1996-08-26,546204362852,adults_2550_female_urban.json,26,urban,26-35
033-90-7764,4575921230345,Jordan,Elliott,M,6431 Taylor Common,Olathe,KS,66062,38.8733,-94.7752,130216,Barista,1945-08-02,720034223118,adults_50up_male_urban.json,77,urban,Over 55
861-51-3433,5386701987835051,Eric,Phillips,M,81312 Carter Mills,Blackwood,NJ,8012,39.7901,-75.0367,38992,"Accountant, chartered certified",1981-07-09,638134927573,adults_2550_male_urban.json,41,urban,36-45
198-33-1693,4054076471864,Michael,Soto,M,68131 Rich Fort Suite 807,Novato,CA,94947,38.0973,-122.5837,58652,Contracting civil engineer,1991-12-31,24829393958,adults_2550_male_urban.json,30,urban,26-35
783-69-4100,3584584022277603,Beverly,Spencer,F,6725 Shane Fields,Pensacola,FL,32514,30.5241,-87.2167,254917,Herpetologist,1958-12-29,988935267636,adults_50up_female_urban.json,63,urban,Over 55
360-16-9647,630477421089,Cheryl,Perry,F,3710 Jackson Mills Suite 423,Bloomingdale,NJ,7403,41.0128,-74.3338,7603,Psychiatrist,1982-03-21,266216928689,adults_2550_female_urban.json,40,urban,36-45
216-89-4229,3524868983225351,Allison,Krueger,F,7469 James Path,Orlando,FL,32811,28.5163,-81.4516,878243,Forest/woodland manager,1991-06-27,959891480495,adults_2550_female_urban.json,31,urban,26-35
225-62-0156,377522212004020,Cindy,Arellano,F,33873 Watson Trafficway,Centralia,WA,98531,46.7246,-122.9671,24121,"Engineer, materials",1937-10-07,916369550195,adults_50up_female_urban.json,85,urban,Over 55
813-07-2053,2276383666943652,Katie,Cross,F,199 Weaver Wells Suite 134,Pinellas Park,FL,33782,27.8681,-82.7086,46772,Hospital doctor,1967-02-12,347039005370,adults_50up_female_urban.json,55,urban,46-55
254-90-2648,3577375942831887,Joseph,Long,M,6334 Laura Valleys Apt. 911,Rockford,IL,61102,42.2547,-89.1247,189162,"Librarian, academic",1995-11-30,804273816844,adults_2550_male_urban.json,26,urban,26-35
389-66-2822,4705491140654765122,Timothy,Coleman,M,075 Michael Flats Apt. 456,Oroville,CA,95966,39.4877,-121.4698,51027,"Development worker, international aid",1976-10-28,622003760133,adults_2550_male_urban.json,46,urban,46-55
227-39-9841,375158223094767,Andrew,Bradley,M,5612 Cunningham Plaza Apt. 344,Fairport,NY,14450,43.0892,-77.436,41104,Chief Strategy Officer,1990-05-10,417952970287,adults_2550_male_urban.json,32,urban,26-35
818-75-6299,3589252914937354,Margaret,Barrett,F,311 Barker Passage,Port Arthur,TX,77642,29.9212,-93.927,53986,"Pharmacist, community",1978-07-11,757837025133,adults_2550_female_urban.json,44,urban,36-45
846-34-7341,180087320718116,Jared,King,M,826 Mcmahon Skyway,Silex,MO,63377,39.1166,-91.037,2462,Charity fundraiser,1981-12-23,788145174014,adults_2550_male_rural.json,40,rural,36-45
703-08-1867,349874054191992,Kevin,Robbins,M,117 Jackson Common Suite 227,Newport,RI,2840,41.4876,-71.3271,24727,Insurance claims handler,1953-11-20,322244737987,adults_50up_male_urban.json,69,urban,Over 55
084-22-2727,180089370810355,Jesse,Hill,M,910 Larry Ways,Miami,FL,33156,25.6682,-80.2973,1737737,Television floor manager,1956-03-05,197262961595,adults_50up_male_urban.json,66,urban,Over 55
412-05-1975,4499726315081083,Jessica,Ramos,F,2957 Teresa Islands,Lake Charles,LA,70607,30.1244,-93.1835,124276,Health promotion specialist,1985-09-06,50125500536,adults_2550_female_urban.json,37,urban,36-45
278-20-8655,4598488769186484,Michael,Campbell,M,23496 Michael Row,Salem,OR,97317,44.9026,-122.9074,249657,"Engineer, energy",1988-03-06,548713015312,adults_2550_male_urban.json,34,urban,26-35
723-51-2396,30235264361136,Ryan,Downs,M,57162 Jimenez Landing Suite 870,Cleveland,OH,44128,41.4416,-81.5486,769341,Associate Professor,1984-06-10,474889024056,adults_2550_male_urban.json,38,urban,36-45
422-16-4374,6583856016685866,Jordan,Glover,F,24975 Christie Canyon Apt. 619,Honolulu,HI,96817,21.3295,-157.8615,403114,"Teacher, English as a foreign language",1979-09-03,230051953907,adults_2550_female_urban.json,43,urban,36-45
388-94-0354,4157423683782,Alexa,Robinson,F,1865 Stephen Lodge,Uncasville,CT,6382,41.4622,-72.1126,11947,Commercial horticulturist,1999-04-13,161878482800,young_adults_female_urban.json,23,urban,Under 25
258-53-5536,4656636363813922233,Shannon,Whitehead,F,03799 Rebecca Hollow,Saint Louis,MO,63135,38.7496,-90.3012,927396,Soil scientist,1951-05-03,620390744273,adults_50up_female_urban.json,71,urban,Over 55
511-93-0753,2224357937759017,Christopher,Anderson,M,201 Jason Bridge,Macomb,MI,48044,42.6442,-82.8985,79580,Higher education lecturer,1986-04-24,972041716405,adults_2550_male_urban.json,36,urban,36-45
274-92-0116,4074911392823697,Jenny,Collins,F,268 Christopher Plaza,Memphis,TN,38107,35.1831,-90.0201,697385,"Administrator, education",1978-02-20,20133552316,adults_2550_female_urban.json,44,urban,36-45
